date,cash,position_value,nav
2021-08-23,40894.2953,65917.2601,106811.5554
2021-08-24,40894.2953,65781.2622,106675.5575
2021-08-25,40894.2953,65893.7719,106788.0672
2021-08-26,40894.2953,65427.2699,106321.5652
2021-08-27,40894.2953,66213.8354,107108.1307
2021-08-30,40894.2953,67245.5269,108139.8222
2021-08-31,40894.2953,67193.1321,108087.4274
2021-09-01,40894.2953,66980.8511,107875.1464
2021-09-02,40894.2953,66822.7283,107717.0236
2021-09-03,40894.2953,67082.7398,107977.0351
2021-09-07,40894.2953,67574.8816,108469.1769
2021-09-08,40894.2953,67521.9751,108416.2703
2021-09-09,40894.2953,67276.9942,108171.2895
2021-09-10,40894.2953,66742.6137,107636.909
2021-09-13,40894.2953,67091.6588,107985.9541
2021-09-14,40894.2953,67480.1912,108374.4865
2021-09-15,40894.2953,68554.6561,109448.9514
2021-09-16,40894.2953,68531.6806,109425.9759
2021-09-17,40894.2953,68121.3962,109015.6915
2021-09-20,40894.2953,66305.4669,107199.7622
2021-09-21,40894.2953,66629.0219,107523.3172
2021-09-22,40894.2953,67709.5608,108603.8561
2021-09-23,40894.2953,67987.9741,108882.2694
2021-09-24,40894.2953,68652.0331,109546.3284
2021-09-27,40894.2953,68763.3215,109657.6168
2021-09-28,40894.2953,66917.2927,107811.588
2021-09-29,40894.2953,67015.2973,107909.5926
2021-09-30,40894.2953,66483.4851,107377.7804
2021-10-01,40894.2953,67156.3221,108050.6174
2021-10-04,40894.2953,66422.6026,107316.8979
2021-10-05,40894.2953,67223.4189,108117.7142
2021-10-06,40894.2953,67778.1994,108672.4947
2021-10-07,40894.2953,68464.4824,109358.7777
2021-10-08,40894.2953,68165.6808,109059.9761
2021-10-11,40894.2953,68299.3942,109193.6895
2021-10-12,40894.2953,68350.4712,109244.7665
2021-10-13,40894.2953,68790.023,109684.3183
2021-10-14,40894.2953,70035.9443,110930.2396
2021-10-15,40894.2953,71157.7835,112052.0788
2021-10-18,40894.2953,72271.3218,113165.6171
2021-10-19,40894.2953,72436.9978,113331.2931
2021-10-20,40894.2953,72379.4837,113273.779
2021-10-21,40894.2953,73731.6482,114625.9435
2021-10-22,40894.2953,74146.4782,115040.7735
2021-10-25,40894.2953,77968.9975,118863.2928
2021-10-26,40894.2953,78386.756,119281.0513
2021-10-27,40894.2953,79650.3875,120544.6828
2021-10-28,40894.2953,81239.0995,122133.3948
2021-10-29,40894.2953,83085.4515,123979.7468
2021-11-01,40894.2953,85755.8985,126650.1938
2021-11-02,40894.2953,85255.8138,126150.1091
2021-11-03,40894.2953,86858.8793,127753.1746
2021-11-04,40894.2953,87809.9505,128704.2458
2021-11-05,40894.2953,87932.3921,128826.6874
2021-11-08,40894.2953,86136.5051,127030.8004
2021-11-09,40894.2953,81591.1633,122485.4586
2021-11-10,40894.2953,82226.1508,123120.4461
2021-11-11,40894.2953,82476.9758,123371.2711
2021-11-12,40894.2953,82179.3059,123073.6012
2021-11-15,40894.2953,81591.2131,122485.5084
2021-11-16,40894.2953,83298.2865,124192.5818
2021-11-17,40894.2953,84436.5232,125330.8185
2021-11-18,40894.2953,85047.2899,125941.5852
2021-11-19,40894.2953,86248.9631,127143.2584
2021-11-22,40894.2953,86006.4019,126900.6971
2021-11-23,40894.2953,84387.1,125281.3953
2021-11-24,40894.2953,84767.2371,125661.5324
2021-11-26,40894.2953,82541.388,123435.6833
2021-11-29,40894.2953,85545.587,126439.8823
2021-11-30,40894.2953,84881.9298,125776.2251
2021-12-01,40894.2953,83306.5137,124200.809
2021-12-02,40894.2953,82838.9124,123733.2077
2021-12-03,40894.2953,80324.2188,121218.5141
2021-12-06,40894.2953,80663.0258,121557.3211
2021-12-07,40894.2953,83721.2305,124615.5258
2021-12-08,40894.2953,84198.6442,125092.9395
2021-12-09,40894.2953,81781.9738,122676.2691
2021-12-10,40894.2953,84853.3352,125747.6305
2021-12-13,40894.2953,82603.0562,123497.3515
2021-12-14,40894.2953,81184.4237,122078.719
2021-12-15,40894.2953,83226.283,124120.5783
2021-12-16,40894.2953,80127.1275,121021.4228
2021-12-17,40894.2953,80772.1042,121666.3995
2021-12-20,40894.2953,79812.491,120706.7863
2021-12-21,40894.2953,81846.8882,122741.1835
2021-12-22,40894.2953,84909.3858,125803.6811
2021-12-23,40894.2953,87248.4122,128142.7075
2021-12-27,40894.2953,89108.4489,130002.7442
2021-12-28,40894.2953,88630.0348,129524.3301
2021-12-29,40894.2953,88756.6411,129650.9364
2021-12-30,40894.2953,87744.256,128638.5513
2021-12-31,40894.2953,87082.1545,127976.4498
2022-01-03,13285.801,118562.0393,131847.8403
2022-01-04,13285.801,117774.2563,131060.0573
2022-01-05,13285.801,112357.322,125643.123
2022-01-06,13285.801,111475.4601,124761.2611
2022-01-07,13285.801,108540.702,121826.503
2022-01-10,13285.801,109944.6548,123230.4559
2022-01-11,13285.801,111117.0722,124402.8733
2022-01-12,13285.801,113356.4858,126642.2868
2022-01-13,13285.801,110390.1595,123675.9606
2022-01-14,13285.801,111682.9006,124968.7016
2022-01-18,38357.2763,83505.0164,121862.2927
2022-01-19,60612.6675,59158.449,119771.1165
2022-01-20,60612.6675,58610.8141,119223.4815
2022-01-21,60612.6675,56148.112,116760.7795
2022-01-24,60612.6675,56010.6338,116623.3013
2022-01-25,60612.6675,54906.7023,115519.3698
2022-01-26,60612.6675,55635.68,116248.3474
2022-01-27,111956.071,0.0,111956.071
2022-01-28,111956.071,0.0,111956.071
2022-01-31,111956.071,0.0,111956.071
2022-02-01,111956.071,0.0,111956.071
2022-02-02,111956.071,0.0,111956.071
2022-02-03,111956.071,0.0,111956.071
2022-02-04,89756.6132,22069.53,111826.1432
2022-02-07,89756.6132,22110.97,111867.5832
2022-02-08,89756.6132,22597.89,112354.5032
2022-02-09,68113.3793,44794.236,112907.6153
2022-02-10,68113.3793,43754.9023,111868.2816
2022-02-11,89352.1458,19933.7701,109285.9159
2022-02-14,89352.1458,20198.455,109550.6008
2022-02-15,89352.1458,22052.9141,111405.0599
2022-02-16,89352.1458,22066.2316,111418.3773
2022-02-17,89352.1458,20398.2172,109750.363
2022-02-18,89352.1458,19678.241,109030.3867
2022-02-22,109157.6181,0.0,109157.6181
2022-02-23,109157.6181,0.0,109157.6181
2022-02-24,109157.6181,0.0,109157.6181
2022-02-25,109157.6181,0.0,109157.6181
2022-02-28,109157.6181,0.0,109157.6181
2022-03-01,109157.6181,0.0,109157.6181
2022-03-02,109157.6181,0.0,109157.6181
2022-03-03,109157.6181,0.0,109157.6181
2022-03-04,87515.4778,21596.1526,109111.6304
2022-03-07,87515.4778,20679.7502,108195.228
2022-03-08,87515.4778,20869.9879,108385.4657
2022-03-09,87515.4778,21633.4755,109148.9533
2022-03-10,87515.4778,21296.8452,108812.323
2022-03-11,87515.4778,20938.8359,108454.3137
2022-03-14,87515.4778,20574.6665,108090.1443
2022-03-15,87515.4778,21479.1111,108994.5889
2022-03-16,87515.4778,21999.4567,109514.9345
2022-03-17,87515.4778,21838.2075,109353.6853
2022-03-18,44498.2299,65006.0618,109504.2917
2022-03-21,65906.8441,43736.1074,109642.9516
2022-03-22,65906.8441,45826.1289,111732.973
2022-03-23,65906.8441,45511.2273,111418.0714
2022-03-24,43798.9688,69159.0127,112957.9815
2022-03-25,43798.9688,68807.4088,112606.3777
2022-03-28,43798.9688,71293.0885,115092.0573
2022-03-29,43798.9688,72135.7475,115934.7163
2022-03-30,43798.9688,70859.408,114658.3769
2022-03-31,43798.9688,70099.8843,113898.8531
2022-04-01,43798.9688,69711.8868,113510.8556
2022-04-04,43798.9688,71952.9065,115751.8753
2022-04-05,43798.9688,68781.6118,112580.5806
2022-04-06,63164.0436,46710.8459,109874.8895
2022-04-07,63164.0436,47021.3147,110185.3583
2022-04-08,63164.0436,45683.9154,108847.959
2022-04-11,63164.0436,44277.8949,107441.9385
2022-04-12,63164.0436,44701.4033,107865.4469
2022-04-13,63164.0436,45812.1798,108976.2234
2022-04-14,63164.0436,44245.9392,107409.9828
2022-04-18,63164.0436,45163.9467,108327.9903
2022-04-19,63164.0436,46134.2942,109298.3378
2022-04-20,63164.0436,44932.1377,108096.1813
2022-04-21,63164.0436,45497.4844,108661.528
2022-04-22,63164.0436,45198.3496,108362.3932
2022-04-25,63164.0436,45065.9017,108229.9453
2022-04-26,104693.4242,0.0,104693.4242
2022-04-27,104693.4242,0.0,104693.4242
2022-04-28,104693.4242,0.0,104693.4242
2022-04-29,104693.4242,0.0,104693.4242
2022-05-02,104693.4242,0.0,104693.4242
2022-05-03,104693.4242,0.0,104693.4242
2022-05-04,104693.4242,0.0,104693.4242
2022-05-05,104693.4242,0.0,104693.4242
2022-05-06,104693.4242,0.0,104693.4242
2022-05-09,104693.4242,0.0,104693.4242
2022-05-10,104693.4242,0.0,104693.4242
2022-05-11,104693.4242,0.0,104693.4242
2022-05-12,104693.4242,0.0,104693.4242
2022-05-13,104693.4242,0.0,104693.4242
2022-05-16,104693.4242,0.0,104693.4242
2022-05-17,104693.4242,0.0,104693.4242
2022-05-18,104693.4242,0.0,104693.4242
2022-05-19,104693.4242,0.0,104693.4242
2022-05-20,104693.4242,0.0,104693.4242
2022-05-23,104693.4242,0.0,104693.4242
2022-05-24,104693.4242,0.0,104693.4242
2022-05-25,104693.4242,0.0,104693.4242
2022-05-26,104693.4242,0.0,104693.4242
2022-05-27,83790.2614,20710.8254,104501.0869
2022-05-31,83790.2614,20557.7871,104348.0485
2022-06-01,83790.2614,20170.2367,103960.4981
2022-06-02,83790.2614,21570.7029,105360.9643
2022-06-03,83790.2614,20610.6349,104400.8963
2022-06-06,83790.2614,20683.3006,104473.562
2022-06-07,83790.2614,20837.4399,104627.7013
2022-06-08,83790.2614,20535.7034,104325.9648
2022-06-09,83790.2614,19874.9665,103665.2279
2022-06-10,83790.2614,18692.2474,102482.5088
2022-06-13,101108.4851,0.0,101108.4851
2022-06-14,101108.4851,0.0,101108.4851
2022-06-15,101108.4851,0.0,101108.4851
2022-06-16,101108.4851,0.0,101108.4851
2022-06-17,101108.4851,0.0,101108.4851
2022-06-21,101108.4851,0.0,101108.4851
2022-06-22,101108.4851,0.0,101108.4851
2022-06-23,101108.4851,0.0,101108.4851
2022-06-24,101108.4851,0.0,101108.4851
2022-06-27,101108.4851,0.0,101108.4851
2022-06-28,101108.4851,0.0,101108.4851
2022-06-29,101108.4851,0.0,101108.4851
2022-06-30,101108.4851,0.0,101108.4851
2022-07-01,101108.4851,0.0,101108.4851
2022-07-05,101108.4851,0.0,101108.4851
2022-07-06,101108.4851,0.0,101108.4851
2022-07-07,101108.4851,0.0,101108.4851
2022-07-08,101108.4851,0.0,101108.4851
2022-07-11,101108.4851,0.0,101108.4851
2022-07-12,101108.4851,0.0,101108.4851
2022-07-13,101108.4851,0.0,101108.4851
2022-07-14,101108.4851,0.0,101108.4851
2022-07-15,101108.4851,0.0,101108.4851
2022-07-18,80610.238,20013.5445,100623.7825
2022-07-19,80610.238,21121.0576,101731.2956
2022-07-20,80610.238,22134.1027,102744.3406
2022-07-21,80610.238,22436.1517,103046.3897
2022-07-22,80610.238,21527.5186,102137.7566
2022-07-25,80610.238,21160.8336,101771.0716
2022-07-26,80610.238,20550.5206,101160.7585
2022-07-27,80610.238,22112.9717,102723.2096
2022-07-28,80610.238,22354.1137,102964.3517
2022-07-29,80610.238,22576.6107,103186.8487
2022-08-01,103129.128,0.0,103129.128
2022-08-02,103129.128,0.0,103129.128
2022-08-03,103129.128,0.0,103129.128
2022-08-04,103129.128,0.0,103129.128
2022-08-05,103129.128,0.0,103129.128
2022-08-08,103129.128,0.0,103129.128
2022-08-09,103129.128,0.0,103129.128
2022-08-10,103129.128,0.0,103129.128
2022-08-11,103129.128,0.0,103129.128
2022-08-12,103129.128,0.0,103129.128
2022-08-15,103129.128,0.0,103129.128
2022-08-16,103129.128,0.0,103129.128
2022-08-17,103129.128,0.0,103129.128
2022-08-18,103129.128,0.0,103129.128
2022-08-19,103129.128,0.0,103129.128
2022-08-22,103129.128,0.0,103129.128
2022-08-23,103129.128,0.0,103129.128
2022-08-24,103129.128,0.0,103129.128
2022-08-25,103129.128,0.0,103129.128
2022-08-26,103129.128,0.0,103129.128
2022-08-29,103129.128,0.0,103129.128
2022-08-30,103129.128,0.0,103129.128
2022-08-31,103129.128,0.0,103129.128
2022-09-01,103129.128,0.0,103129.128
2022-09-02,103129.128,0.0,103129.128
2022-09-06,103129.128,0.0,103129.128
2022-09-07,103129.128,0.0,103129.128
2022-09-08,103129.128,0.0,103129.128
2022-09-09,103129.128,0.0,103129.128
2022-09-12,83498.9407,20396.14,103895.0807
2022-09-13,103073.1467,0.0,103073.1467
2022-09-14,103073.1467,0.0,103073.1467
2022-09-15,103073.1467,0.0,103073.1467
2022-09-16,103073.1467,0.0,103073.1467
2022-09-19,103073.1467,0.0,103073.1467
2022-09-20,103073.1467,0.0,103073.1467
2022-09-21,103073.1467,0.0,103073.1467
2022-09-22,103073.1467,0.0,103073.1467
2022-09-23,103073.1467,0.0,103073.1467
2022-09-26,103073.1467,0.0,103073.1467
2022-09-27,103073.1467,0.0,103073.1467
2022-09-28,103073.1467,0.0,103073.1467
2022-09-29,103073.1467,0.0,103073.1467
2022-09-30,103073.1467,0.0,103073.1467
2022-10-03,103073.1467,0.0,103073.1467
2022-10-04,103073.1467,0.0,103073.1467
2022-10-05,103073.1467,0.0,103073.1467
2022-10-06,103073.1467,0.0,103073.1467
2022-10-07,103073.1467,0.0,103073.1467
2022-10-10,103073.1467,0.0,103073.1467
2022-10-11,103073.1467,0.0,103073.1467
2022-10-12,103073.1467,0.0,103073.1467
2022-10-13,103073.1467,0.0,103073.1467
2022-10-14,103073.1467,0.0,103073.1467
2022-10-17,103073.1467,0.0,103073.1467
2022-10-18,103073.1467,0.0,103073.1467
2022-10-19,103073.1467,0.0,103073.1467
2022-10-20,103073.1467,0.0,103073.1467
2022-10-21,103073.1467,0.0,103073.1467
2022-10-24,103073.1467,0.0,103073.1467
2022-10-25,103073.1467,0.0,103073.1467
2022-10-26,103073.1467,0.0,103073.1467
2022-10-27,103073.1467,0.0,103073.1467
2022-10-28,103073.1467,0.0,103073.1467
2022-10-31,103073.1467,0.0,103073.1467
2022-11-01,103073.1467,0.0,103073.1467
2022-11-02,103073.1467,0.0,103073.1467
2022-11-03,103073.1467,0.0,103073.1467
2022-11-04,103073.1467,0.0,103073.1467
2022-11-07,103073.1467,0.0,103073.1467
2022-11-08,103073.1467,0.0,103073.1467
2022-11-09,103073.1467,0.0,103073.1467
2022-11-10,103073.1467,0.0,103073.1467
2022-11-11,103073.1467,0.0,103073.1467
2022-11-14,103073.1467,0.0,103073.1467
2022-11-15,103073.1467,0.0,103073.1467
2022-11-16,103073.1467,0.0,103073.1467
2022-11-17,103073.1467,0.0,103073.1467
2022-11-18,103073.1467,0.0,103073.1467
2022-11-21,103073.1467,0.0,103073.1467
2022-11-22,103073.1467,0.0,103073.1467
2022-11-23,82780.3056,20399.525,103179.8307
2022-11-25,82780.3056,20256.9378,103037.2435
2022-11-28,102767.0962,0.0,102767.0962
2022-11-29,102767.0962,0.0,102767.0962
2022-11-30,102767.0962,0.0,102767.0962
2022-12-01,102767.0962,0.0,102767.0962
2022-12-02,102767.0962,0.0,102767.0962
2022-12-05,102767.0962,0.0,102767.0962
2022-12-06,102767.0962,0.0,102767.0962
2022-12-07,102767.0962,0.0,102767.0962
2022-12-08,102767.0962,0.0,102767.0962
2022-12-09,102767.0962,0.0,102767.0962
2022-12-12,102767.0962,0.0,102767.0962
2022-12-13,82511.0416,20345.6736,102856.7152
2022-12-14,82511.0416,19897.6004,102408.642
2022-12-15,101491.2637,0.0,101491.2637
2022-12-16,101491.2637,0.0,101491.2637
2022-12-19,101491.2637,0.0,101491.2637
2022-12-20,101491.2637,0.0,101491.2637
2022-12-21,101491.2637,0.0,101491.2637
2022-12-22,101491.2637,0.0,101491.2637
2022-12-23,101491.2637,0.0,101491.2637
2022-12-27,101491.2637,0.0,101491.2637
2022-12-28,101491.2637,0.0,101491.2637
2022-12-29,101491.2637,0.0,101491.2637
2022-12-30,101491.2637,0.0,101491.2637
2023-01-03,101491.2637,0.0,101491.2637
2023-01-04,101491.2637,0.0,101491.2637
2023-01-05,101491.2637,0.0,101491.2637
2023-01-06,80519.0227,20828.9629,101347.9856
2023-01-09,80519.0227,20420.4755,100939.4982
2023-01-10,80519.0227,20351.0964,100870.119
2023-01-11,80519.0227,20464.7224,100983.7451
2023-01-12,60915.1256,40562.089,101477.2146
2023-01-13,60915.1256,40412.1287,101327.2543
2023-01-17,40789.9413,61082.1439,101872.0852
2023-01-18,40789.9413,60646.9567,101436.8979
2023-01-19,40789.9413,59312.6414,100102.5827
2023-01-20,40789.9413,61406.7908,102196.7321
2023-01-23,40789.9413,64395.1778,105185.1191
2023-01-24,40789.9413,64345.1189,105135.0602
2023-01-25,40789.9413,63940.8427,104730.7839
2023-01-26,40789.9413,65181.5915,105971.5327
2023-01-27,40789.9413,65519.649,106309.5903
2023-01-30,40789.9413,63772.9745,104562.9157
2023-01-31,40789.9413,64234.2557,105024.197
2023-02-01,40789.9413,66924.5689,107714.5102
2023-02-02,19080.668,90467.7636,109548.4315
2023-02-03,19080.668,88506.5023,107587.1703
2023-02-06,19080.668,87842.7532,106923.4212
2023-02-07,19080.668,91069.068,110149.736
2023-02-08,19080.668,90523.1873,109603.8553
2023-02-09,19080.668,90885.0319,109965.6999
2023-02-10,19080.668,89099.8246,108180.4926
2023-02-13,19080.668,90831.1455,109911.8135
2023-02-14,19080.668,92716.041,111796.709
2023-02-15,19080.668,91295.6575,110376.3255
2023-02-16,19080.668,89128.599,108209.267
2023-02-17,19080.668,87746.0891,106826.7571
2023-02-21,19080.668,85397.7101,104478.3781
2023-02-22,40497.5556,63953.4563,104451.0119
2023-02-23,40497.5556,68283.1811,108780.7367
2023-02-24,40497.5556,67186.5279,107684.0835
2023-02-27,40497.5556,67518.0693,108015.6249
2023-02-28,40497.5556,67453.6506,107951.2062
2023-03-01,40497.5556,67148.0353,107645.5909
2023-03-02,40497.5556,68169.3239,108666.8795
2023-03-03,40497.5556,70207.0693,110704.6249
2023-03-06,40497.5556,69781.9104,110279.466
2023-03-07,40497.5556,69040.9514,109538.507
2023-03-08,40497.5556,70764.0744,111261.63
2023-03-09,40497.5556,69123.3104,109620.866
2023-03-10,40497.5556,67940.6217,108438.1773
2023-03-13,40497.5556,68112.2471,108609.8027
2023-03-14,40497.5556,70283.3874,110780.943
2023-03-15,40497.5556,69649.7724,110147.328
2023-03-16,40497.5556,72219.2807,112716.8363
2023-03-17,40497.5556,72272.3188,112769.8744
2023-03-20,40497.5556,73054.0819,113551.6375
2023-03-21,40497.5556,73877.9202,114375.4758
2023-03-22,40497.5556,74004.135,114501.6907
2023-03-23,40497.5556,75578.2931,116075.8488
2023-03-24,40497.5556,74584.7479,115082.3035
2023-03-27,40497.5556,73478.3402,113975.8958
2023-03-28,40497.5556,73298.825,113796.3806
2023-03-29,40497.5556,74430.9115,114928.4671
2023-03-30,15599.0449,100031.726,115630.7709
2023-03-31,15599.0449,101257.9258,116856.9707
2023-04-03,15599.0449,101369.8255,116968.8704
2023-04-04,15599.0449,100340.3769,115939.4218
2023-04-05,15599.0449,98792.8075,114391.8523
2023-04-06,15599.0449,99389.5161,114988.561
2023-04-10,15599.0449,99700.9163,115299.9612
2023-04-11,15599.0449,98501.683,114100.7279
2023-04-12,15599.0449,97071.6165,112670.6614
2023-04-13,15599.0449,97902.5779,113501.6228
2023-04-14,15599.0449,97781.0201,113380.0649
2023-04-17,15599.0449,98753.3112,114352.3561
2023-04-18,15599.0449,99684.4517,115283.4966
2023-04-19,15599.0449,99859.9869,115459.0317
2023-04-20,15599.0449,99135.1478,114734.1927
2023-04-21,15599.0449,98213.0697,113812.1146
2023-04-24,15599.0449,97665.4222,113264.4671
2023-04-25,34562.6803,76226.7451,110789.4254
2023-04-26,34562.6803,78583.4433,113146.1236
2023-04-27,34562.6803,79800.0253,114362.7056
2023-04-28,34562.6803,80897.3238,115460.0041
2023-05-01,34562.6803,82478.7745,117041.4548
2023-05-02,34562.6803,80755.2658,115317.9462
2023-05-03,34562.6803,80232.613,114795.2933
2023-05-04,34562.6803,79939.4772,114502.1576
2023-05-05,34562.6803,82384.184,116946.8644
2023-05-08,34562.6803,82707.4018,117270.0822
2023-05-09,34562.6803,81525.9039,116088.5842
2023-05-10,34562.6803,82626.0443,117188.7247
2023-05-11,34562.6803,82133.2857,116695.966
2023-05-12,34562.6803,81886.2658,116448.9461
2023-05-15,34562.6803,82935.8467,117498.5271
2023-05-16,34562.6803,83490.474,118053.1543
2023-05-17,34562.6803,85419.5912,119982.2715
2023-05-18,34562.6803,88253.8521,122816.5324
2023-05-19,34562.6803,87921.5715,122484.2518
2023-05-22,34562.6803,87932.7013,122495.3816
2023-05-23,34562.6803,87146.2418,121708.9222
2023-05-24,34562.6803,86602.9298,121165.6101
2023-05-25,34562.6803,97897.0852,132459.7655
2023-05-26,34562.6803,102602.4485,137165.1289
2023-05-30,34562.6803,103446.8937,138009.574
2023-05-31,34562.6803,100770.1897,135332.87
2023-06-01,34562.6803,102701.5633,137264.2436
2023-06-02,34562.6803,103231.0566,137793.737
2023-06-05,34562.6803,102755.0233,137317.7037
2023-06-06,34562.6803,101528.9429,136091.6232
2023-06-07,34562.6803,99378.6821,133941.3625
2023-06-08,34562.6803,101135.4466,135698.1269
2023-06-09,34562.6803,101581.1062,136143.7865
2023-06-12,34562.6803,104646.0233,139208.7037
2023-06-13,34562.6803,106463.6104,141026.2907
2023-06-14,34562.6803,110231.4763,144794.1566
2023-06-15,34562.6803,110687.5948,145250.2751
2023-06-16,34562.6803,109678.5302,144241.2106
2023-06-20,34562.6803,110570.628,145133.3083
2023-06-21,34562.6803,108741.496,143304.1763
2023-06-22,34562.6803,109071.9651,143634.6454
2023-06-23,34562.6803,107003.2277,141565.9081
2023-06-26,34562.6803,104623.7695,139186.4498
2023-06-27,34562.6803,107525.1991,142087.8794
2023-06-28,34562.6803,106756.6647,141319.345
2023-06-29,34562.6803,106874.6635,141437.3439
2023-06-30,34562.6803,109217.4181,143780.0984
2023-07-03,34562.6803,109442.6026,144005.2829
2023-07-05,34562.6803,108824.7354,143387.4157
2023-07-06,34562.6803,108358.502,142921.1824
2023-07-07,34562.6803,108413.2683,142975.9486
2023-07-10,34562.6803,108681.8412,143244.5215
2023-07-11,34562.6803,109149.2479,143711.9282
2023-07-12,34562.6803,111553.5087,146116.1891
2023-07-13,34562.6803,114411.898,148974.5783
2023-07-14,34562.6803,113996.2639,148558.9443
2023-07-17,34562.6803,115949.6267,150512.3071
2023-07-18,34562.6803,118088.0738,152650.7541
2023-07-19,34562.6803,117151.5042,151714.1845
2023-07-20,34562.6803,114189.0655,148751.7458
2023-07-21,34562.6803,112838.486,147401.1663
2023-07-24,34562.6803,113474.925,148037.6053
2023-07-25,34562.6803,115794.2562,150356.9365
2023-07-26,34562.6803,113481.7874,148044.4677
2023-07-27,34562.6803,113388.0452,147950.7255
2023-07-28,34562.6803,115253.2464,149815.9267
2023-07-31,34562.6803,114973.0617,149535.742
2023-08-01,34562.6803,115522.3374,150085.0177
2023-08-02,34562.6803,111202.9701,145765.6504
2023-08-03,34562.6803,111146.9733,145709.6536
2023-08-04,34562.6803,111314.0418,145876.7221
2023-08-07,34562.6803,112910.1778,147472.8581
2023-08-08,34562.6803,111197.8368,145760.5171
2023-08-09,34562.6803,107296.0986,141858.779
2023-08-10,34562.6803,106887.9055,141450.5859
2023-08-11,34562.6803,104501.8778,139064.5581
2023-08-14,34562.6803,108941.814,143504.4943
2023-08-15,34562.6803,108548.1094,143110.7898
2023-08-16,34562.6803,107620.6546,142183.335
2023-08-17,34562.6803,106937.0882,141499.7685
2023-08-18,34562.6803,106805.9942,141368.6746
2023-08-21,34562.6803,112868.6195,147431.2998
2023-08-22,34562.6803,111104.8927,145667.573
2023-08-23,34562.6803,113899.4839,148462.1643
2023-08-24,34562.6803,112540.8078,147103.4881
2023-08-25,34562.6803,111407.1024,145969.7827
2023-08-28,34562.6803,112733.0902,147295.7705
2023-08-29,34562.6803,116402.2418,150964.9221
2023-08-30,34562.6803,117066.7238,151629.4042
2023-08-31,34562.6803,118176.7646,152739.4449
2023-09-01,34562.6803,115486.9998,150049.6801
2023-09-05,34562.6803,115949.7179,150512.3982
2023-09-06,34562.6803,114204.8322,148767.5125
2023-09-07,34562.6803,112462.7754,147025.4557
2023-09-08,34562.6803,112103.4278,146666.1081
2023-09-11,34562.6803,112034.9192,146597.5995
2023-09-12,34562.6803,110616.418,145179.0983
2023-09-13,34562.6803,111996.4354,146559.1157
2023-09-14,34562.6803,113009.0066,147571.6869
2023-09-15,34562.6803,109631.4571,144194.1374
2023-09-18,34562.6803,109544.2267,144106.9071
