datetime,equity,cash,position,close_price,drawdown_pct
2024-03-01T00:00:00+08:00,12691.69,7548.5,108,47.6221,0.0
2024-03-04T00:00:00+08:00,12844.93,7548.5,108,49.041,0.0
2024-03-05T00:00:00+08:00,12533.12,7548.5,108,46.1539,2.4275
2024-03-06T00:00:00+08:00,12892.82,7548.5,108,49.4844,0.0
2024-03-07T00:00:00+08:00,13435.55,7548.5,108,54.5097,0.0
2024-03-08T00:00:00+08:00,12757.67,7548.5,108,48.233,5.0454
2024-03-11T00:00:00+08:00,12525.67,7548.5,108,46.085,6.7721
2024-03-12T00:00:00+08:00,12824.71,7548.5,108,48.8538,4.5464
2024-03-13T00:00:00+08:00,12452.25,7548.5,108,45.4051,7.3187
2024-03-14T00:00:00+08:00,12180.88,7548.5,108,42.8924,9.3384
2024-03-15T00:00:00+08:00,12096.81,7548.5,108,42.114,9.9642
2024-03-18T00:00:00+08:00,12301.58,12301.58,0,41.9169,8.44
2024-03-19T00:00:00+08:00,12338.33,10091.73,55,40.8472,8.1666
2024-03-20T00:00:00+08:00,12445.72,10091.73,55,42.7998,7.3672
2024-03-21T00:00:00+08:00,12603.56,10091.73,55,45.6696,6.1925
2024-03-22T00:00:00+08:00,12610.07,10091.73,55,45.7879,6.144
2024-03-25T00:00:00+08:00,12580.78,10091.73,55,45.2554,6.362
2024-03-26T00:00:00+08:00,12534.13,10091.73,55,44.4073,6.7092
2024-03-27T00:00:00+08:00,12613.86,10091.73,55,45.857,6.1158
2024-03-28T00:00:00+08:00,12615.49,10091.73,55,45.8866,6.1036
2024-04-01T00:00:00+08:00,12694.68,10091.73,55,47.3264,5.5142
2024-04-02T00:00:00+08:00,12580.24,10091.73,55,45.2455,6.3661
2024-04-03T00:00:00+08:00,12597.05,10091.73,55,45.5513,6.2409
2024-04-04T00:00:00+08:00,12389.86,10091.73,55,41.7841,7.783
2024-04-05T00:00:00+08:00,12457.65,10091.73,55,43.0168,7.2784
2024-04-08T00:00:00+08:00,12478.27,10091.73,55,43.3915,7.125
2024-04-09T00:00:00+08:00,12553.66,10091.73,55,44.7623,6.5639
2024-04-10T00:00:00+08:00,12428.91,10091.73,55,42.4941,7.4924
2024-04-11T00:00:00+08:00,12575.9,10091.73,55,45.1666,6.3983
2024-04-12T00:00:00+08:00,12343.21,10091.73,55,40.936,8.1302
2024-04-15T00:00:00+08:00,12249.38,10091.73,55,39.2299,8.8286
2024-04-16T00:00:00+08:00,12290.6,10091.73,55,39.9794,8.5218
2024-04-17T00:00:00+08:00,12101.84,10091.73,55,36.5475,9.9267
2024-04-18T00:00:00+08:00,12044.96,12044.96,0,34.4272,10.3501
2024-04-19T00:00:00+08:00,11802.18,9464.13,77,30.3642,12.1571
2024-04-22T00:00:00+08:00,11899.38,9464.13,77,31.6265,11.4337
2024-04-23T00:00:00+08:00,12054.28,9464.13,77,33.6383,10.2807
2024-04-24T00:00:00+08:00,12159.07,9464.13,77,34.9992,9.5007
2024-04-25T00:00:00+08:00,12304.87,9464.13,77,36.8927,8.4156
2024-04-26T00:00:00+08:00,12486.35,9464.13,77,39.2496,7.0648
2024-04-29T00:00:00+08:00,12547.86,9464.13,77,40.0484,6.607
2024-04-30T00:00:00+08:00,12363.34,9464.13,77,37.652,7.9804
2024-05-01T00:00:00+08:00,12074.03,9464.13,77,33.8947,10.1337
2024-05-02T00:00:00+08:00,12231.97,9464.13,77,35.9459,8.9582
2024-05-03T00:00:00+08:00,12423.33,9464.13,77,38.4311,7.5339
2024-05-06T00:00:00+08:00,12600.26,9464.13,77,40.7289,6.217
2024-05-07T00:00:00+08:00,12528.88,9464.13,77,39.8019,6.7483
2024-05-08T00:00:00+08:00,12532.67,9464.13,77,39.8512,6.72
2024-05-09T00:00:00+08:00,12498.5,9464.13,77,39.4074,6.9744
2024-05-10T00:00:00+08:00,12579.75,9464.13,77,40.4626,6.3696
2024-05-13T00:00:00+08:00,12597.98,9464.13,77,40.6993,6.234
2024-05-14T00:00:00+08:00,12745.29,9464.13,77,42.6125,5.1375
2024-05-15T00:00:00+08:00,13033.09,9464.13,77,46.3501,2.9955
2024-05-16T00:00:00+08:00,12976.9,9464.13,77,45.6203,3.4137
2024-05-17T00:00:00+08:00,12911.59,9464.13,77,44.7722,3.8998
2024-05-20T00:00:00+08:00,13128.01,9464.13,77,47.5828,2.289
2024-05-21T00:00:00+08:00,13107.5,9464.13,77,47.3165,2.4416
2024-05-22T00:00:00+08:00,13213.81,9464.13,77,48.6971,1.6504
2024-05-23T00:00:00+08:00,13170.53,9464.13,77,48.135,1.9725
2024-05-24T00:00:00+08:00,13370.24,9464.13,77,50.7287,0.4861
2024-05-28T00:00:00+08:00,13567.67,9464.13,77,53.2927,0.0
2024-05-29T00:00:00+08:00,13335.31,9464.13,77,50.275,1.7126
2024-05-30T00:00:00+08:00,13260.89,9464.13,77,49.3086,2.2611
2024-05-31T00:00:00+08:00,13153.82,9464.13,77,47.9181,3.0502
2024-06-03T00:00:00+08:00,13153.82,9464.13,77,47.9181,3.0502
2024-06-04T00:00:00+08:00,13077.89,9464.13,77,46.9319,3.6099
2024-06-05T00:00:00+08:00,13528.19,9464.13,77,52.7799,0.291
2024-06-06T00:00:00+08:00,13451.49,9464.13,77,51.7839,0.8563
2024-06-07T00:00:00+08:00,13402.89,9464.13,77,51.1527,1.2145
2024-06-10T00:00:00+08:00,13560.84,9464.13,77,53.2039,0.0504
2024-06-11T00:00:00+08:00,13577.54,9464.13,77,53.4209,0.0
2024-06-12T00:00:00+08:00,13923.05,9464.13,77,57.908,0.0
2024-06-13T00:00:00+08:00,14085.55,9464.13,77,60.0184,0.0
2024-06-14T00:00:00+08:00,14027.84,9464.13,77,59.2689,0.4097
2024-06-17T00:00:00+08:00,14222.99,9464.13,77,61.8034,0.0
2024-06-18T00:00:00+08:00,14418.15,9464.13,77,64.3378,0.0
2024-06-20T00:00:00+08:00,14021.76,9464.13,77,59.19,2.7492
2024-06-21T00:00:00+08:00,13883.56,9464.13,77,57.3952,3.7077
2024-06-24T00:00:00+08:00,13505.4,9464.13,77,52.484,6.3305
2024-06-25T00:00:00+08:00,13590.39,13590.39,0,54.6889,5.741
2024-06-26T00:00:00+08:00,13562.29,9932.59,67,54.1746,5.936
2024-06-27T00:00:00+08:00,13497.36,9932.59,67,53.2054,6.3863
2024-06-28T00:00:00+08:00,13600.72,9932.59,67,54.7482,5.6694
2024-07-01T00:00:00+08:00,13600.72,9932.59,67,54.7482,5.6694
2024-07-02T00:00:00+08:00,13749.14,9932.59,67,56.9634,4.64
2024-07-03T00:00:00+08:00,13934.01,9932.59,67,59.7226,3.3578
2024-07-05T00:00:00+08:00,13961.84,9932.59,67,60.138,3.1648
2024-07-08T00:00:00+08:00,14193.74,9932.59,67,63.5993,1.5564
2024-07-09T00:00:00+08:00,14189.77,9932.59,67,63.54,1.584
2024-07-10T00:00:00+08:00,14477.33,9932.59,67,67.832,0.0
2024-07-11T00:00:00+08:00,14040.02,9932.59,67,61.3049,3.0207
2024-07-12T00:00:00+08:00,14169.23,9932.59,67,63.2334,2.1282
2024-07-15T00:00:00+08:00,14182.48,9932.59,67,63.4312,2.0367
2024-07-16T00:00:00+08:00,14259.34,9932.59,67,64.5783,1.5058
2024-07-17T00:00:00+08:00,13348.27,9932.59,67,50.9803,7.7988
2024-07-18T00:00:00+08:00,13518.34,13518.34,0,51.0891,6.6241
2024-07-19T00:00:00+08:00,13284.7,11007.15,49,46.4806,8.2379
2024-07-22T00:00:00+08:00,13572.06,11007.15,49,52.3451,6.2531
2024-07-23T00:00:00+08:00,13455.76,11007.15,49,49.9716,7.0564
2024-07-24T00:00:00+08:00,13086.02,11007.15,49,42.4259,9.6103
2024-07-25T00:00:00+08:00,12934.83,11007.15,49,39.3404,10.6546
2024-07-26T00:00:00+08:00,13052.4,13052.4,0,41.4567,9.8425
2024-07-29T00:00:00+08:00,13052.4,13052.4,0,41.3479,9.8425
2024-07-30T00:00:00+08:00,13052.4,13052.4,0,36.8284,9.8425
2024-07-31T00:00:00+08:00,13052.4,13052.4,0,43.8994,9.8425
2024-08-01T00:00:00+08:00,13052.4,13052.4,0,34.6132,9.8425
2024-08-02T00:00:00+08:00,13052.4,13052.4,0,29.0158,9.8425
2024-08-05T00:00:00+08:00,13052.4,13052.4,0,27.5818,9.8425
2024-08-06T00:00:00+08:00,13052.4,13052.4,0,28.2642,9.8425
2024-08-07T00:00:00+08:00,13052.4,13052.4,0,25.9302,9.8425
2024-08-08T00:00:00+08:00,13052.4,13052.4,0,31.1123,9.8425
2024-08-09T00:00:00+08:00,13052.4,13052.4,0,30.6673,9.8425
2024-08-12T00:00:00+08:00,13052.4,13052.4,0,31.0629,9.8425
2024-08-13T00:00:00+08:00,13052.4,13052.4,0,34.8901,9.8425
2024-08-14T00:00:00+08:00,13052.4,13052.4,0,34.6627,9.8425
2024-08-15T00:00:00+08:00,13052.4,13052.4,0,39.4788,9.8425
2024-08-16T00:00:00+08:00,13052.4,13052.4,0,39.2909,9.8425
2024-08-19T00:00:00+08:00,13052.4,13052.4,0,41.1403,9.8425
2024-08-20T00:00:00+08:00,13052.4,13052.4,0,39.647,9.8425
2024-08-21T00:00:00+08:00,13052.4,13052.4,0,41.2688,9.8425
2024-08-22T00:00:00+08:00,13052.4,13052.4,0,37.0955,9.8425
2024-08-23T00:00:00+08:00,13052.4,13052.4,0,39.9535,9.8425
2024-08-26T00:00:00+08:00,13052.4,13052.4,0,36.957,9.8425
2024-08-27T00:00:00+08:00,13052.4,13052.4,0,38.0646,9.8425
2024-08-28T00:00:00+08:00,13052.4,13052.4,0,36.1955,9.8425
2024-08-29T00:00:00+08:00,13052.4,13052.4,0,35.7901,9.8425
2024-08-30T00:00:00+08:00,13052.4,13052.4,0,38.3613,9.8425
2024-09-03T00:00:00+08:00,13052.4,13052.4,0,29.7377,9.8425
2024-09-04T00:00:00+08:00,13052.4,13052.4,0,29.9651,9.8425
2024-09-05T00:00:00+08:00,13052.4,13052.4,0,29.4212,9.8425
2024-09-06T00:00:00+08:00,13052.4,13052.4,0,25.6731,9.8425
2024-09-09T00:00:00+08:00,13052.4,13052.4,0,27.1269,9.8425
2024-09-10T00:00:00+08:00,13052.4,13052.4,0,28.0367,9.8425
2024-09-11T00:00:00+08:00,13052.4,13052.4,0,31.8639,9.8425
2024-09-12T00:00:00+08:00,13052.4,13052.4,0,31.4585,9.8425
2024-09-13T00:00:00+08:00,13052.4,13052.4,0,33.0606,9.8425
2024-09-16T00:00:00+08:00,13052.4,13052.4,0,31.8046,9.8425
2024-09-17T00:00:00+08:00,13052.4,13052.4,0,31.8046,9.8425
2024-09-18T00:00:00+08:00,13052.4,13052.4,0,30.7959,9.8425
2024-09-19T00:00:00+08:00,13052.4,13052.4,0,34.7319,9.8425
2024-09-20T00:00:00+08:00,13052.4,13052.4,0,33.1792,9.8425
2024-09-23T00:00:00+08:00,13052.4,13052.4,0,33.5451,9.8425
2024-09-24T00:00:00+08:00,13052.4,13052.4,0,34.7434,9.8425
2024-09-25T00:00:00+08:00,13052.4,13052.4,0,35.4072,9.8425
2024-09-26T00:00:00+08:00,13052.4,13052.4,0,39.2808,9.8425
2024-09-27T00:00:00+08:00,13052.4,13052.4,0,37.3093,9.8425
2024-09-30T00:00:00+08:00,13052.4,13052.4,0,36.3384,9.8425
2024-10-01T00:00:00+08:00,13052.4,13052.4,0,33.515,9.8425
2024-10-02T00:00:00+08:00,13052.4,13052.4,0,34.6345,9.8425
2024-10-03T00:00:00+08:00,13052.4,13052.4,0,34.8821,9.8425
2024-10-04T00:00:00+08:00,13052.4,13052.4,0,36.3384,9.8425
2024-10-07T00:00:00+08:00,13052.4,13052.4,0,36.0709,9.8425
2024-10-08T00:00:00+08:00,13052.4,13052.4,0,37.1112,9.8425
2024-10-09T00:00:00+08:00,13052.4,13052.4,0,38.2505,9.8425
2024-10-10T00:00:00+08:00,13052.4,13052.4,0,37.4777,9.8425
2024-10-11T00:00:00+08:00,13052.4,13052.4,0,38.3099,9.8425
2024-10-14T00:00:00+08:00,13052.4,13052.4,0,40.4399,9.8425
2024-10-15T00:00:00+08:00,13052.4,13052.4,0,34.149,9.8425
2024-10-16T00:00:00+08:00,13052.4,13052.4,0,34.1391,9.8425
2024-10-17T00:00:00+08:00,13052.4,13052.4,0,34.8821,9.8425
2024-10-18T00:00:00+08:00,13052.4,13052.4,0,34.9416,9.8425
2024-10-21T00:00:00+08:00,13052.4,13052.4,0,34.7632,9.8425
2024-10-22T00:00:00+08:00,13052.4,13052.4,0,34.367,9.8425
2024-10-23T00:00:00+08:00,13052.4,13052.4,0,33.4853,9.8425
2024-10-24T00:00:00+08:00,13052.4,13052.4,0,33.9707,9.8425
2024-10-25T00:00:00+08:00,13052.4,13052.4,0,34.9515,9.8425
2024-10-28T00:00:00+08:00,13052.4,13052.4,0,35.0208,9.8425
2024-10-29T00:00:00+08:00,13052.4,13052.4,0,37.6263,9.8425
2024-10-30T00:00:00+08:00,13052.4,13052.4,0,33.6933,9.8425
2024-10-31T00:00:00+08:00,13052.4,13052.4,0,29.8098,9.8425
2024-11-01T00:00:00+08:00,13052.4,13052.4,0,30.5429,9.8425
2024-11-04T00:00:00+08:00,13052.4,13052.4,0,30.0674,9.8425
2024-11-05T00:00:00+08:00,13052.4,13052.4,0,31.0878,9.8425
2024-11-06T00:00:00+08:00,13052.4,13052.4,0,33.8023,9.8425
2024-11-07T00:00:00+08:00,13052.4,13052.4,0,35.8728,9.8425
2024-11-08T00:00:00+08:00,13052.4,13052.4,0,35.0803,9.8425
2024-11-11T00:00:00+08:00,13052.4,13052.4,0,32.4648,9.8425
2024-11-12T00:00:00+08:00,13052.4,13052.4,0,31.3751,9.8425
2024-11-13T00:00:00+08:00,13052.4,13052.4,0,29.4135,9.8425
2024-11-14T00:00:00+08:00,13052.4,13052.4,0,29.3244,9.8425
2024-11-15T00:00:00+08:00,13052.4,13052.4,0,26.4117,9.8425
2024-11-18T00:00:00+08:00,13052.4,13052.4,0,27.4123,9.8425
2024-11-19T00:00:00+08:00,13052.4,13052.4,0,27.5907,9.8425
2024-11-20T00:00:00+08:00,13052.4,13052.4,0,26.8774,9.8425
2024-11-21T00:00:00+08:00,13052.4,13052.4,0,28.2247,9.8425
2024-11-22T00:00:00+08:00,13052.4,13052.4,0,28.2247,9.8425
2024-11-25T00:00:00+08:00,13052.4,13052.4,0,29.0569,9.8425
2024-11-26T00:00:00+08:00,13052.4,13052.4,0,27.8681,9.8425
2024-11-27T00:00:00+08:00,13052.4,13052.4,0,26.7288,9.8425
2024-11-29T00:00:00+08:00,13052.4,13052.4,0,27.7987,9.8425
2024-12-02T00:00:00+08:00,13052.4,13052.4,0,29.9188,9.8425
2024-12-03T00:00:00+08:00,13052.4,13052.4,0,29.4532,9.8425
2024-12-04T00:00:00+08:00,13052.4,13052.4,0,30.5924,9.8425
2024-12-05T00:00:00+08:00,13052.4,13052.4,0,28.8488,9.8425
2024-12-06T00:00:00+08:00,13052.4,13052.4,0,29.3343,9.8425
2024-12-09T00:00:00+08:00,13052.4,13052.4,0,28.9578,9.8425
2024-12-10T00:00:00+08:00,13052.4,13052.4,0,26.808,9.8425
2024-12-11T00:00:00+08:00,13052.4,13052.4,0,28.8488,9.8425
2024-12-12T00:00:00+08:00,13052.4,13052.4,0,28.195,9.8425
2024-12-13T00:00:00+08:00,13052.4,13052.4,0,30.4141,9.8425
2024-12-16T00:00:00+08:00,13052.4,13052.4,0,32.2073,9.8425
2024-12-17T00:00:00+08:00,13052.4,13052.4,0,30.8401,9.8425
2024-12-18T00:00:00+08:00,13052.4,13052.4,0,27.5708,9.8425
2024-12-19T00:00:00+08:00,13052.4,13052.4,0,26.0551,9.8425
2024-12-20T00:00:00+08:00,13052.4,13052.4,0,27.0458,9.8425
2024-12-23T00:00:00+08:00,13052.4,13052.4,0,29.3972,9.8425
2024-12-24T00:00:00+08:00,13052.4,13052.4,0,30.2814,9.8425
2024-12-26T00:00:00+08:00,13052.4,13052.4,0,30.3708,9.8425
2024-12-27T00:00:00+08:00,13052.4,13052.4,0,29.4965,9.8425
2024-12-30T00:00:00+08:00,13052.4,13052.4,0,27.7579,9.8425
2024-12-31T00:00:00+08:00,13052.4,13052.4,0,27.132,9.8425
2025-01-02T00:00:00+08:00,13052.4,13052.4,0,27.4897,9.8425
2025-01-03T00:00:00+08:00,13052.4,13052.4,0,29.6257,9.8425
2025-01-06T00:00:00+08:00,13052.4,13052.4,0,32.2783,9.8425
2025-01-07T00:00:00+08:00,13052.4,13052.4,0,30.947,9.8425
2025-01-08T00:00:00+08:00,13052.4,13052.4,0,29.9833,9.8425
2025-01-10T00:00:00+08:00,13052.4,13052.4,0,27.8772,9.8425
2025-01-13T00:00:00+08:00,13052.4,13052.4,0,27.6685,9.8425
2025-01-14T00:00:00+08:00,13052.4,13052.4,0,27.9368,9.8425
2025-01-15T00:00:00+08:00,13052.4,13052.4,0,29.7449,9.8425
2025-01-16T00:00:00+08:00,13052.4,13052.4,0,29.7946,9.8425
2025-01-17T00:00:00+08:00,13052.4,13052.4,0,32.2783,9.8425
2025-01-21T00:00:00+08:00,13052.4,13052.4,0,33.4705,9.8425
2025-01-22T00:00:00+08:00,13052.4,13052.4,0,34.921,9.8425
2025-01-23T00:00:00+08:00,13052.4,13052.4,0,34.6925,9.8425
2025-01-24T00:00:00+08:00,13052.4,13052.4,0,32.4372,9.8425
2025-01-27T00:00:00+08:00,13052.4,13052.4,0,24.8967,9.8425
2025-01-28T00:00:00+08:00,13052.4,13052.4,0,25.2047,9.8425
2025-01-29T00:00:00+08:00,13052.4,13052.4,0,25.5127,9.8425
2025-01-30T00:00:00+08:00,13052.4,13052.4,0,26.9731,9.8425
2025-01-31T00:00:00+08:00,13052.4,13052.4,0,26.8439,9.8425
2025-02-03T00:00:00+08:00,13052.4,13052.4,0,25.4431,9.8425
2025-02-04T00:00:00+08:00,13052.4,13052.4,0,26.079,9.8425
2025-02-05T00:00:00+08:00,13052.4,13052.4,0,27.5195,9.8425
2025-02-06T00:00:00+08:00,13052.4,13052.4,0,27.5096,9.8425
2025-02-07T00:00:00+08:00,13052.4,13052.4,0,26.1584,9.8425
2025-02-10T00:00:00+08:00,13052.4,13052.4,0,27.1718,9.8425
2025-02-11T00:00:00+08:00,13052.4,13052.4,0,27.2215,9.8425
2025-02-12T00:00:00+08:00,13052.4,13052.4,0,27.3605,9.8425
2025-02-13T00:00:00+08:00,13052.4,13052.4,0,28.2845,9.8425
2025-02-14T00:00:00+08:00,13052.4,13052.4,0,28.364,9.8425
2025-02-18T00:00:00+08:00,13052.4,13052.4,0,29.7946,9.8425
2025-02-19T00:00:00+08:00,13052.4,13052.4,0,31.2649,9.8425
2025-02-20T00:00:00+08:00,13052.4,13052.4,0,31.4934,9.8425
2025-02-21T00:00:00+08:00,13052.4,13052.4,0,28.6223,9.8425
2025-02-24T00:00:00+08:00,13052.4,13052.4,0,26.5856,9.8425
2025-02-25T00:00:00+08:00,13052.4,13052.4,0,24.9066,9.8425
2025-02-26T00:00:00+08:00,13052.4,13052.4,0,26.1187,9.8425
2025-02-27T00:00:00+08:00,13052.4,13052.4,0,21.6083,9.8425
2025-02-28T00:00:00+08:00,13052.4,13052.4,0,22.5819,9.8425
2025-03-03T00:00:00+08:00,13052.4,13052.4,0,20.3764,9.8425
2025-03-04T00:00:00+08:00,13052.4,13052.4,0,20.5154,9.8425
2025-03-05T00:00:00+08:00,13052.4,13052.4,0,21.807,9.8425
2025-03-06T00:00:00+08:00,13052.4,13052.4,0,19.1047,9.8425
2025-03-07T00:00:00+08:00,13052.4,13052.4,0,20.7439,9.8425
2025-03-10T00:00:00+08:00,13052.4,13052.4,0,17.8728,9.8425
2025-03-11T00:00:00+08:00,13052.4,13052.4,0,17.2966,9.8425
2025-03-12T00:00:00+08:00,13052.4,13052.4,0,18.1808,9.8425
2025-03-13T00:00:00+08:00,13052.4,13052.4,0,17.9721,9.8425
2025-03-14T00:00:00+08:00,13052.4,13052.4,0,19.671,9.8425
2025-03-17T00:00:00+08:00,13052.4,13052.4,0,20.6545,9.8425
2025-03-18T00:00:00+08:00,13052.4,13052.4,0,19.8001,9.8425
2025-03-19T00:00:00+08:00,13052.4,13052.4,0,20.2472,9.8425
2025-03-20T00:00:00+08:00,13052.4,13052.4,0,19.8001,9.8425
2025-03-21T00:00:00+08:00,13052.4,13052.4,0,19.1544,9.8425
2025-03-24T00:00:00+08:00,13052.4,13052.4,0,20.8632,9.8425
2025-03-25T00:00:00+08:00,13052.4,13052.4,0,20.4793,9.8425
2025-03-26T00:00:00+08:00,13052.4,13052.4,0,18.7253,9.8425
2025-03-27T00:00:00+08:00,13052.4,13052.4,0,17.6989,9.8425
2025-03-28T00:00:00+08:00,13052.4,13052.4,0,15.9748,9.8425
2025-03-31T00:00:00+08:00,13052.4,13052.4,0,15.8951,9.8425
2025-04-01T00:00:00+08:00,13052.4,13052.4,0,15.8951,9.8425
2025-04-02T00:00:00+08:00,13052.4,13052.4,0,16.204,9.8425
2025-04-03T00:00:00+08:00,13052.4,13052.4,0,11.3707,9.8425
2025-04-04T00:00:00+08:00,13052.4,13052.4,0,8.6999,9.8425
2025-04-07T00:00:00+08:00,13052.4,13052.4,0,9.1185,9.8425
2025-04-08T00:00:00+08:00,13052.4,13052.4,0,8.2216,9.8425
