bar_index,bar_datetime,symbol,side,qty,price,fee
612,2023-10-27T00:00:00,MSFT,SELL,28,323.47082,2.717155
612,2023-10-27T00:00:00,AVGO,SELL,150,80.622856,3.628029
620,2023-11-08T00:00:00,AMZN,BUY,59,142.97,2.530569
623,2023-11-13T00:00:00,TSM,BUY,89,93.705898,2.501947
634,2023-11-29T00:00:00,TSLA,BUY,34,249.21,2.541942
635,2023-11-30T00:00:00,TSLA,SELL,34,245.14,2.500428
643,2023-12-12T00:00:00,AVGO,BUY,84,99.854807,2.516341
661,2024-01-09T00:00:00,NVDA,BUY,163,52.368987,2.560843
663,2024-01-11T00:00:00,MSFT,BUY,31,378.64314,3.521381
739,2024-05-01T00:00:00,MSFT,SELL,31,385.839355,3.588306
769,2024-06-13T00:00:00,MSFT,BUY,28,434.028897,3.645843
781,2024-07-02T00:00:00,TSLA,BUY,49,218.89,3.217683
797,2024-07-25T00:00:00,MSFT,SELL,28,422.165342,3.546189
797,2024-07-25T00:00:00,AMZN,SELL,59,182.91,3.237507
798,2024-07-26T00:00:00,AVGO,SELL,84,150.904892,3.802803
801,2024-07-31T00:00:00,NVDA,SELL,163,112.845588,5.518149
801,2024-07-31T00:00:00,TSM,SELL,89,160.079516,4.274123
805,2024-08-06T00:00:00,TSLA,SELL,49,200.75,2.951025
831,2024-09-12T00:00:00,AMZN,BUY,54,184.8,2.99376
832,2024-09-13T00:00:00,MSFT,BUY,23,419.992009,2.897945
837,2024-09-20T00:00:00,TSM,BUY,58,171.559091,2.985128
837,2024-09-20T00:00:00,TSLA,BUY,41,241.52,2.970696
839,2024-09-24T00:00:00,AVGO,BUY,59,170.447207,3.016916
845,2024-10-02T00:00:00,MSFT,SELL,23,416.791459,2.875861
847,2024-10-04T00:00:00,AMZN,SELL,54,185.75,3.00915
849,2024-10-08T00:00:00,NVDA,BUY,78,130.208359,3.046876
881,2024-11-21T00:00:00,AVGO,SELL,59,163.976901,2.902391
888,2024-12-03T00:00:00,MSFT,BUY,28,424.80061,3.568325
890,2024-12-05T00:00:00,AMZN,BUY,48,218.03,3.139632
908,2025-01-02T00:00:00,MSFT,SELL,28,420.54114,3.532546
924,2025-01-28T00:00:00,NVDA,SELL,78,121.770099,2.84942
933,2025-02-10T00:00:00,TSLA,SELL,41,356.21,4.381383
943,2025-02-25T00:00:00,TSM,SELL,58,187.626638,3.264704
943,2025-02-25T00:00:00,AMZN,SELL,48,211.63,3.047472
985,2025-04-25T00:00:00,AVGO,BUY,55,185.417639,3.059391
986,2025-04-28T00:00:00,AVGO,SELL,55,188.998624,3.118477
990,2025-05-02T00:00:00,MSFT,BUY,24,427.533878,3.078244
996,2025-05-12T00:00:00,TSLA,BUY,34,321.99,3.284298
997,2025-05-13T00:00:00,TSLA,SELL,34,320.0,3.264
997,2025-05-13T00:00:00,AMZN,BUY,49,211.08,3.102876
997,2025-05-13T00:00:00,TSM,BUY,56,185.456232,3.115665
998,2025-05-14T00:00:00,NVDA,BUY,80,133.163614,3.195927
1000,2025-05-16T00:00:00,AMZN,SELL,49,206.85,3.040695
1028,2025-06-27T00:00:00,AVGO,BUY,39,268.758566,3.144475
1038,2025-07-14T00:00:00,AMZN,BUY,50,225.07,3.37605
1059,2025-08-12T00:00:00,TSLA,BUY,32,345.0,3.312
1102,2025-10-13T00:00:00,AMZN,SELL,50,217.7,3.2655
1121,2025-11-07T00:00:00,MSFT,SELL,24,494.887078,3.563187
1146,2025-12-15T00:00:00,NVDA,SELL,80,177.92637,4.270233
1149,2025-12-18T00:00:00,AVGO,SELL,39,334.65631,3.915479
1161,2026-01-07T00:00:00,AMZN,BUY,48,239.61,3.450384
1177,2026-01-30T00:00:00,TSLA,SELL,32,425.35,4.08336
1182,2026-02-06T00:00:00,AMZN,SELL,48,202.7,2.91888
1195,2026-02-26T00:00:00,NVDA,BUY,60,194.259486,3.496671
1197,2026-03-02T00:00:00,NVDA,SELL,60,175.000528,3.15001
1218,2026-03-31T00:00:00,TSM,SELL,56,322.31,5.414808
1225,2026-04-10T00:00:00,AVGO,BUY,32,360.94,3.465024
1225,2026-04-10T00:00:00,AMZN,BUY,48,235.295,3.388248
1228,2026-04-15T00:00:00,NVDA,BUY,58,196.54,3.419796
1231,2026-04-20T00:00:00,TSLA,BUY,28,402.58,3.381672
1232,2026-04-21T00:00:00,TSLA,SELL,28,393.0,3.3012
