bar_index,bar_datetime,symbol,side,qty,price,fee
906,2024-12-30T00:00:00,MSFT,SELL,24,421.064927,3.031667
908,2025-01-02T00:00:00,TSLA,SELL,29,390.1,3.39387
911,2025-01-07T00:00:00,TSM,BUY,37,217.731537,2.41682
924,2025-01-28T00:00:00,TSM,SELL,37,192.547347,2.137276
939,2025-02-19T00:00:00,AMZN,SELL,37,225.52,2.503272
990,2025-05-02T00:00:00,MSFT,BUY,19,427.533878,2.436943
998,2025-05-14T00:00:00,AVGO,BUY,34,228.379537,2.329471
999,2025-05-15T00:00:00,TSLA,BUY,23,340.34,2.348346
999,2025-05-15T00:00:00,NVDA,BUY,59,134.263354,2.376461
1007,2025-05-28T00:00:00,TSM,BUY,41,193.725296,2.382821
1014,2025-06-06T00:00:00,TSLA,SELL,23,298.83,2.061927
1016,2025-06-10T00:00:00,AMZN,BUY,37,216.78,2.406258
1053,2025-08-04T00:00:00,AMZN,SELL,37,217.4,2.41314
1066,2025-08-21T00:00:00,MSFT,SELL,19,501.604146,2.859144
1066,2025-08-21T00:00:00,TSM,SELL,41,226.223169,2.782545
1074,2025-09-03T00:00:00,NVDA,SELL,59,171.031572,3.027259
1079,2025-09-10T00:00:00,TSM,BUY,36,256.683725,2.772184
1079,2025-09-10T00:00:00,AMZN,BUY,44,237.515,3.135198
1081,2025-09-12T00:00:00,TSLA,BUY,23,370.94,2.559486
1088,2025-09-23T00:00:00,AMZN,SELL,44,227.83,3.007356
1094,2025-10-01T00:00:00,NVDA,BUY,46,185.21966,2.556031
1102,2025-10-13T00:00:00,AVGO,SELL,34,351.359246,3.583864
1114,2025-10-29T00:00:00,MSFT,BUY,24,542.683323,3.90732
1115,2025-10-30T00:00:00,AVGO,BUY,22,384.854757,2.540041
1117,2025-11-03T00:00:00,AMZN,BUY,35,255.36,2.68128
1120,2025-11-06T00:00:00,MSFT,SELL,24,503.565988,3.625675
1126,2025-11-14T00:00:00,AVGO,SELL,22,330.144426,2.178953
1126,2025-11-14T00:00:00,TSM,SELL,36,274.442864,2.963983
1126,2025-11-14T00:00:00,TSLA,SELL,23,386.3,2.66547
1128,2025-11-18T00:00:00,AMZN,SELL,35,228.1,2.39505
1129,2025-11-19T00:00:00,NVDA,SELL,46,184.76971,2.549822
1135,2025-11-28T00:00:00,AVGO,BUY,21,397.752969,2.505844
1146,2025-12-15T00:00:00,AVGO,SELL,21,360.442774,2.270789
1147,2025-12-16T00:00:00,TSLA,BUY,17,472.21,2.408271
1159,2026-01-05T00:00:00,TSLA,SELL,17,447.99,2.284749
1159,2026-01-05T00:00:00,TSM,BUY,26,329.488159,2.570008
1195,2026-02-26T00:00:00,NVDA,BUY,43,194.259486,2.505947
1196,2026-02-27T00:00:00,NVDA,SELL,43,181.24019,2.337998
1202,2026-03-09T00:00:00,TSM,SELL,26,334.673808,2.610456
1225,2026-04-10T00:00:00,AVGO,BUY,23,360.94,2.490486
1228,2026-04-15T00:00:00,AMZN,BUY,33,249.25,2.467575
1229,2026-04-16T00:00:00,NVDA,BUY,41,197.43,2.428389
1236,2026-04-27T00:00:00,TSM,BUY,20,413.75,2.4825
1241,2026-05-04T00:00:00,NVDA,SELL,41,199.5,2.45385
1246,2026-05-11T00:00:00,TSLA,BUY,19,422.16,2.406312
1247,2026-05-12T00:00:00,NVDA,BUY,38,218.545,2.491413
